Date,Stock Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-12,intc,66.37605260627964,66.65829772191388,62.97939143080812,63.660675048828125,51266900,0.0,0
2021-04-13,intc,63.85532300788351,63.874784859586,62.492763202748826,63.47575378417969,26822000,0.0,0
2021-04-14,intc,63.56334283038328,63.63147044891736,62.132659128490694,62.47330093383789,25768400,0.0,0
2021-04-15,intc,62.25918313903435,63.47575305366186,61.97693802779835,63.281097412109375,24927700,0.0,0
2021-04-16,intc,63.582812217140614,63.767725796136254,62.84313562509746,63.0183219909668,24625500,0.0,0
2021-04-19,intc,62.96965590072622,63.0085870290922,61.38325140291817,61.92827606201172,23997700,0.0,0
2021-04-20,intc,61.938002949198825,62.05479261400495,60.740898675075606,61.02314376831055,19872100,0.0,0
2021-04-21,intc,61.11074000330068,62.07426128335344,60.63384296973875,61.996402740478516,24364200,0.0,0
2021-04-22,intc,61.655760122260006,62.200784765849725,60.61437660049207,60.89662170410156,38257600,0.0,0
2021-04-23,intc,57.57781935540071,58.395354466437915,56.35151854518325,57.65568161010742,77479500,0.0,0
2021-04-26,intc,57.51942569877696,57.9281951321983,56.89654247897002,57.18851852416992,39645900,0.0,0
2021-04-27,intc,56.99386836162888,57.06199597943295,56.224995289066634,56.419647216796875,38167700,0.0,0
2021-04-28,intc,55.981678278111055,56.60456144299897,55.62157464453708,56.079002380371094,30387400,0.0,0
2021-04-29,intc,56.3320552867974,56.740821002705694,55.933020496787336,56.72135543823242,23290600,0.0,0
2021-04-30,intc,56.069271553844025,56.86734107434507,55.54371249029167,55.99140930175781,30731800,0.0,0
2021-05-03,intc,56.31258967630576,56.33205524076313,55.31986816504098,55.728633880615234,22281700,0.0,0
2021-05-04,intc,55.35879600286198,55.45612010668606,54.31741249870268,55.37826156616211,35323600,0.0,0
2021-05-05,intc,55.43665621819133,55.7675633789375,54.95002825901617,55.32959747314453,21001900,0.0,0
2021-05-06,intc,55.44465926823102,56.06158253243476,55.08234091614769,56.00282669067383,25529300,0.3475,0
2021-05-07,intc,56.50223821561935,56.805800705572985,56.05178799887456,56.47285842895508,19959000,0.0,0
2021-05-10,intc,55.963660478541875,56.04199786623829,54.72002316396202,54.80815505981445,35046500,0.0,0
2021-05-11,intc,53.90725171030728,54.47521365640037,53.172820477917504,53.8974609375,35968100,0.0,0
2021-05-12,intc,53.260951622487134,53.51555653800309,52.311086046657486,52.506935119628906,30232300,0.0,0
2021-05-13,intc,52.918215694426465,53.260948752022294,52.35025378697033,52.88883590698242,29192500,0.0,0
2021-05-14,intc,53.46658811121082,54.69064007104175,53.1336458287164,54.201019287109375,28158300,0.0,0
2021-05-17,intc,54.14227169823905,54.72981519374422,53.62327108384869,54.18144226074219,20010200,0.0,0
2021-05-18,intc,54.78856546865102,54.97462001836417,53.66243619196654,53.70160675048828,18703400,0.0,0
2021-05-19,intc,52.947592872520396,54.27936204266461,52.722367753379864,54.2108154296875,23769700,0.0,0
2021-05-20,intc,54.41645374680751,55.072547541181805,54.21081391362711,54.78856658935547,23145200,0.0,0
2021-05-21,intc,55.248809224083395,55.532790184323815,54.81794426529501,54.915870666503906,17723100,0.0,0
2021-05-24,intc,55.47403683654436,56.19867351170777,55.22922644227101,55.7775993347168,19164400,0.0,0
2021-05-25,intc,56.36514747412023,56.36514747412023,55.24880891955356,55.68946838378906,22309900,0.0,0
2021-05-26,intc,55.86573247700887,56.041996263673354,55.41528223798197,55.73843002319336,15173600,0.0,0
2021-05-27,intc,55.92449124836939,56.67850776738935,55.81677406915076,56.531620025634766,32387600,0.0,0
2021-05-28,intc,56.35535074834015,56.45327714515522,55.7580128020535,55.93427658081055,20303900,0.0,0
2021-06-01,intc,56.4141081744255,56.619748010260565,55.41528131185637,55.70905303955078,20326400,0.0,0
2021-06-02,intc,55.72863681105428,56.49244402948775,55.5817490834278,56.28680419921875,18483600,0.0,0
2021-06-03,intc,55.79718458740898,55.91469253066024,54.92566018190095,55.072547912597656,21831300,0.0,0
2021-06-04,intc,55.37611455317217,56.55120528012093,55.366323780298046,56.17909240722656,21493800,0.0,0
2021-06-07,intc,56.21826042680936,56.247636479613405,55.60133716935238,55.904903411865234,17364400,0.0,0
2021-06-08,intc,56.25743193799434,56.443486501413744,55.425074317884686,55.8167724609375,33254500,0.0,0
2021-06-09,intc,56.169300042582975,56.28680799129469,55.78739640763716,55.8167724609375,13904800,0.0,0
2021-06-10,intc,55.9636596126383,56.82538954151747,55.74822526266336,56.18888473510742,26738100,0.0,0
2021-06-11,intc,56.27701503312026,56.73725603749648,55.76780896113129,56.64912414550781,18119700,0.0,0
2021-06-14,intc,56.815597829932685,56.99186161599689,56.0419960728187,56.9820671081543,21784500,0.0,0
2021-06-15,intc,57.00165115678649,57.207290990915055,56.60016226065017,56.78622055053711,20806500,0.0,0
2021-06-16,intc,56.942902507412256,57.158333126730476,55.591548006641716,56.03220748901367,21879700,0.0,0
2021-06-17,intc,55.8657319102689,56.698089502298345,55.522998848292794,55.99303436279297,21498800,0.0,0
2021-06-18,intc,55.5034136930814,55.57196030563078,53.95621018580043,54.51437759399414,55118300,0.0,0
2021-06-21,intc,54.592720018489715,54.8767009832698,54.22060715896789,54.710227966308594,19254600,0.0,0
2021-06-22,intc,54.77877458049547,55.11171687890757,54.34790961481936,54.710227966308594,18682800,0.0,0
2021-06-23,intc,54.71022630063276,54.80815270042568,54.083512283998864,54.11288833618164,20287900,0.0,0
2021-06-24,intc,54.33812013110221,54.93545439239694,54.19123239121195,54.90607833862305,21209700,0.0,0
2021-06-25,intc,54.857114450670124,55.23901807399776,54.5927187724794,54.74939727783203,21101200,0.0,0
2021-06-28,intc,55.19005470227401,56.53161458825616,55.1704694228898,56.28680419921875,22480900,0.0,0
2021-06-29,intc,56.35535297717177,56.629543163587996,54.72002130853922,55.57196044921875,26360000,0.0,0
2021-06-30,intc,55.17046987904303,55.2096404381353,54.24018964590726,54.9746208190918,29891600,0.0,0
2021-07-01,intc,54.964832238602796,55.46424381265611,54.71022732986168,54.847320556640625,24871600,0.0,0
2021-07-02,intc,55.37610913258111,55.80697780707521,55.15088402341832,55.581748962402344,17219400,0.0,0
2021-07-06,intc,55.73843160213012,55.82656349795893,54.54375935763005,54.925662994384766,26186600,0.0,0
2021-07-07,intc,55.1998478229203,55.27818894379046,54.55354851778244,54.79835891723633,14857400,0.0,0
2021-07-08,intc,54.16185121747093,54.56334010163942,53.652645165633565,54.24018859863281,19162000,0.0,0
2021-07-09,intc,54.35769667072093,54.94524384066337,54.1618513495835,54.827735900878906,18708000,0.0,0
2021-07-12,intc,55.09213104382603,55.5817518462385,54.945247044408454,55.55237579345703,15392800,0.0,0
2021-07-13,intc,55.44465798538158,56.110542567890725,55.17047153452849,55.68946838378906,15716000,0.0,0
2021-07-14,intc,55.983241720771744,56.26722268759345,55.16068234461563,55.346736907958984,16263600,0.0,0
2021-07-15,intc,55.229226681430795,55.229226681430795,54.41645437587885,54.65147399902344,18917000,0.0,0
2021-07-16,intc,54.88648979117207,55.748223427189515,53.760364215903415,53.82891082763672,25263800,0.0,0
2021-07-19,intc,53.280535074114994,53.6722332066101,52.84967011677856,53.505760192871094,27007700,0.0,0
2021-07-20,intc,53.77994674721536,54.406664507508765,53.1434419500807,54.09330749511719,19867000,0.0,0
2021-07-21,intc,54.03455263566686,55.11171691838388,53.868079618586414,55.0627555847168,18497200,0.0,0
2021-07-22,intc,54.89628531832403,55.36632083701427,54.52417246521125,54.79835891723633,36691000,0.0,0
2021-07-23,intc,53.447010562242276,53.57430928601292,51.233922361554946,51.89980697631836,67742300,0.0,0
2021-07-26,intc,51.713750952584945,53.40783849564156,51.66478588350277,53.182613372802734,32881200,0.0,0
2021-07-27,intc,52.017309226668175,52.09565034241269,51.224125975059955,52.07606506347656,39878000,0.0,0
2021-07-28,intc,51.92917889773924,52.800703291248674,51.8410470076366,51.96834945678711,28478800,0.0,0
2021-07-29,intc,52.369839399099746,52.97696813448382,52.2131608952745,52.58527374267578,16886600,0.0,0
2021-07-30,intc,52.53631178729665,52.78112218008832,52.144613664625915,52.6048583984375,16465700,0.0,0
2021-08-02,intc,52.869251489238586,53.33928697218493,52.42859205662953,52.5656852722168,18098100,0.0,0
2021-08-03,intc,52.771324546683815,53.03572020349907,52.154401347448214,52.93779754638672,16375900,0.0,0
