Date,Stock Symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-12,tsm,120.17121525740254,120.41704460065934,117.2507614591731,118.88307189941406,9868400,0.0,0
2021-04-13,tsm,120.35805597267867,120.84971469192807,118.34225222290941,119.24690246582031,8384800,0.0,0
2021-04-14,tsm,119.95489032835057,120.38755239513769,118.48974946870774,118.8240737915039,9521900,0.0,0
2021-04-15,tsm,119.66972991748024,119.96472815148633,114.61547885618532,116.37561798095703,18709100,0.0,0
2021-04-16,tsm,117.20160422818822,118.588077871989,115.88395500072752,116.85743713378906,9512100,0.0,0
2021-04-19,tsm,116.03145439331142,116.89677101344877,113.27816264414896,113.4748306274414,12630300,0.0,0
2021-04-20,tsm,114.11398852762925,114.83180603634968,112.63901241138474,113.03233337402344,9299200,0.0,0
2021-04-21,tsm,112.58985269095047,115.52996988770215,111.87202762177097,115.44147491455078,8472200,0.0,0
2021-04-22,tsm,115.53979620413143,115.53979620413143,112.50134899433233,113.39616394042969,7411800,0.0,0
2021-04-23,tsm,114.63513531684198,116.73943378791097,113.99597755646327,116.6607666015625,8380300,0.0,0
2021-04-26,tsm,117.99809001442691,119.5123997365327,117.40810106477807,119.49272918701172,8444000,0.0,0
2021-04-27,tsm,119.47306877760639,119.62056789380455,117.88992710145396,119.24690246582031,5491800,0.0,0
2021-04-28,tsm,117.99809692327428,118.41108846199766,116.74928703176775,117.66377258300781,6476500,0.0,0
2021-04-29,tsm,118.70609046297473,118.8142559887479,115.64797242073446,117.11311340332031,8831800,0.0,0
2021-04-30,tsm,116.04128244424855,116.20844459305366,114.70397024957565,114.79246520996094,7950700,0.0,0
2021-05-03,tsm,115.5102956427124,115.58896283485555,113.79932547523885,114.00582122802734,10229500,0.0,0
2021-05-04,tsm,113.08150621812845,113.88782622325131,111.84252413636322,113.43550109863281,9638300,0.0,0
2021-05-05,tsm,114.06482155395918,114.5466449926893,112.93400501226816,113.45516204833984,7059000,0.0,0
2021-05-06,tsm,113.37649729927608,115.67745637526222,112.55050679617491,115.04813385009766,8581700,0.0,0
2021-05-07,tsm,116.42478956808448,117.42777008327649,114.11399502155682,114.8809814453125,9614300,0.0,0
2021-05-10,tsm,113.06183391546183,113.45515485972311,110.3577111620268,110.43637084960938,12281200,0.0,0
2021-05-11,tsm,107.89941611946334,111.1050252790299,107.30941970775395,110.96736145019531,10007700,0.0,0
2021-05-12,tsm,107.52575878979403,108.25341158279774,106.25727841286532,106.40477752685547,15058900,0.0,0
2021-05-13,tsm,107.53559234653247,109.57105908114946,106.09994983100654,106.9357681274414,10552000,0.0,0
2021-05-14,tsm,108.76473430980738,110.9477000597834,108.40090418410601,110.58386993408203,8425200,0.0,0
2021-05-17,tsm,107.25042908264454,108.19441289136114,106.0704511972779,107.96825408935547,10688600,0.0,0
2021-05-18,tsm,111.11485956104136,111.58685518577148,108.89256026922806,108.99089050292969,7476600,0.0,0
2021-05-19,tsm,106.6899400189771,110.61337442230814,106.19828130921222,110.5248794555664,7280500,0.0,0
2021-05-20,tsm,110.51504583757419,111.82285982566292,110.22988288138153,111.39019775390625,6442500,0.0,0
2021-05-21,tsm,112.09818079352935,112.09818079352935,109.8267200570745,109.98404693603516,5979400,0.0,0
2021-05-24,tsm,110.3872196288501,112.62918222651984,110.24955578528208,111.73435974121094,6653600,0.0,0
2021-05-25,tsm,112.93400289095156,113.02250535883682,111.70485613005283,112.3735122680664,5331700,0.0,0
2021-05-26,tsm,112.09818451980065,114.06481933593751,112.09818451980065,114.0648193359375,6605100,0.0,0
2021-05-27,tsm,114.06481987029963,114.58597689867875,113.08150245762464,113.83865356445312,6513700,0.0,0
2021-05-28,tsm,114.3598160884825,115.87411827557075,114.01564899839154,115.40213012695312,5386500,0.0,0
2021-06-01,tsm,117.71292156981578,118.03741810271964,115.4709591645094,116.53294372558594,7596100,0.0,0
2021-06-02,tsm,116.91643769245027,117.4572577488392,115.95278336150916,116.9655990600586,5383400,0.0,0
2021-06-03,tsm,116.08062324149579,116.28711899732428,114.5171446586279,114.87113952636719,4912200,0.0,0
2021-06-04,tsm,116.25762078361413,117.85059018780764,116.08062334957968,117.51626586914062,5352100,0.0,0
2021-06-07,tsm,116.16912028088053,116.76894451180524,115.60862964730853,116.24778747558594,6266000,0.0,0
2021-06-08,tsm,115.58897256922394,115.71680114063442,113.1405066468553,113.98616027832031,11564800,0.0,0
2021-06-09,tsm,114.0648183942863,115.68729360462831,114.0353200726264,115.17596435546875,6401600,0.0,0
2021-06-10,tsm,115.08747053446953,116.86727264539454,114.68430679546637,116.26744842529297,8566600,0.0,0
2021-06-11,tsm,116.31662394312883,116.44445251293546,115.20547790740898,116.27729034423828,6036600,0.0,0
2021-06-14,tsm,116.57228346594522,118.98140815079654,116.48378099679856,118.97157287597656,7610300,0.0,0
2021-06-15,tsm,118.34224729001906,119.9647224963354,117.2802627001993,117.45726013183594,8196900,0.0,0
2021-06-16,tsm,117.55559887616384,117.89975846780547,115.53979519322274,116.05111694335938,8059400,0.0,0
2021-06-17,tsm,116.15535989759678,118.68219059936682,116.06652200513325,117.57670593261719,7608100,0.445601,0
2021-06-18,tsm,115.98755780646081,116.36263186480366,113.71735329560119,114.28984069824219,12532800,0.0,0
2021-06-21,tsm,113.88514935218072,113.90489445194781,111.5557245959051,112.66121673583984,11116200,0.0,0
2021-06-22,tsm,112.02950646433189,113.00667802449792,110.55881284925692,112.8487548828125,11792400,0.0,0
2021-06-23,tsm,114.69452887167988,115.89872395693229,114.30958225007286,114.54647827148438,8913700,0.0,0
2021-06-24,tsm,115.20779443241402,116.14548336301604,114.7636200464321,115.72105407714844,6772200,0.0,0
2021-06-25,tsm,115.92833487247444,116.40211938799922,115.02025604248047,115.02025604248047,6712800,0.0,0
2021-06-28,tsm,115.77040643969383,118.39593989891135,115.66183098339226,118.06034851074219,11026600,0.0,0
2021-06-29,tsm,117.85307665713515,118.73154537533117,116.88577004680891,118.67232513427734,7874900,0.0,0
2021-06-30,tsm,118.6032257080078,119.19545067706449,117.46812345782887,118.60322570800781,7936400,0.0,0
2021-07-01,tsm,118.54399952961174,118.6525749872924,116.50081846410646,116.8857650756836,8295600,0.0,0
2021-07-02,tsm,117.21149223471254,117.63592151834231,116.87590084003045,117.36942291259766,5144300,0.0,0
2021-07-06,tsm,118.29724606516247,119.39286573147055,116.68836672742297,118.49465942382812,7181500,0.0,0
2021-07-07,tsm,119.07700673932402,119.48169845917771,116.67848913173188,116.71797180175781,7391800,0.0,0
2021-07-08,tsm,114.36880722755772,116.74757968937915,113.8851501768999,116.3428955078125,7565400,0.0,0
2021-07-09,tsm,116.4712086540725,119.22506271150843,116.09613459143844,118.99803924560547,8374200,0.0,0
2021-07-12,tsm,119.6198831608994,121.13993205826719,117.97151370425202,121.04122161865234,10668700,0.0,0
2021-07-13,tsm,121.59396885805123,123.85430082078483,120.54769695884475,122.29476928710938,13460200,0.0,0
2021-07-14,tsm,123.52857514666505,124.15041024144882,122.46256567227933,122.7784194946289,10587700,0.0,0
2021-07-15,tsm,118.56374967397555,119.13622957545432,115.3558560873149,116.0073013305664,23734500,0.0,0
2021-07-16,tsm,117.21149110170924,117.44837958569788,113.67787128895328,114.24048614501953,12110000,0.0,0
2021-07-19,tsm,112.52302936242137,114.12204354330605,111.76300870560797,113.85553741455078,9230200,0.0,0
2021-07-20,tsm,114.37867009553997,115.35584919788107,112.94745913149552,114.89193725585938,7108000,0.0,0
2021-07-21,tsm,114.72414372044751,116.34289550781249,114.42802746618963,116.3428955078125,5564700,0.0,0
2021-07-22,tsm,116.56004209363161,116.56004209363161,114.70440177023532,115.04986572265625,5746500,0.0,0
2021-07-23,tsm,116.12573686339161,116.12573686339161,113.83579491192428,115.2768783569336,5773900,0.0,0
2021-07-26,tsm,114.28984268262562,114.59582395841406,113.38176387473467,114.15165710449219,6440600,0.0,0
2021-07-27,tsm,113.825929979928,113.9048953184989,110.59829895397179,112.0689926147461,11127500,0.0,0
2021-07-28,tsm,112.46381304670457,114.01347206354455,112.40458527683317,113.57917022705078,6819700,0.0,0
2021-07-29,tsm,114.49712161964129,115.59274123068697,114.11217500284678,114.64517974853516,7162000,0.0,0
2021-07-30,tsm,114.00360021867792,115.89872319420203,113.69761893955507,115.12882995605469,6482600,0.0,0
2021-08-02,tsm,115.97769309595293,116.84628927792902,115.14857958550523,115.34598541259766,6028800,0.0,0
2021-08-03,tsm,115.79013813125745,117.10290855950443,115.32622621070786,116.87589263916016,5874700,0.0,0
2021-08-04,tsm,116.89564833746888,118.00114058490689,116.74759019701426,117.20162963867188,4254000,0.0,0
2021-08-05,tsm,117.52734165793896,117.6951373489952,116.70809324083058,117.67539978027344,4452300,0.0,0
2021-08-06,tsm,116.83642036591122,117.06343630645021,115.92833401210726,116.6784896850586,4338100,0.0,0
2021-08-09,tsm,116.8857679419062,117.25097699311016,115.80002086902466,116.68836212158203,4280200,0.0,0
2021-08-10,tsm,116.96473673671467,117.50761405446356,112.60200321597671,114.85246276855469,5132800,0.0,0
2021-08-11,tsm,114.99063825454394,115.7704040013093,113.7074779055784,114.48724365234375,4490400,0.0,0
2021-08-12,tsm,114.05295343170451,114.44776506341223,112.95733383345245,114.20100402832031,6338400,0.0,0
2021-08-13,tsm,113.57917178198453,114.02333864407993,113.00668435886872,114.00360107421875,4593200,0.0,0
2021-08-16,tsm,113.60877889358046,113.98386048595454,112.6217347545736,113.14486694335938,5435900,0.0,0
2021-08-17,tsm,112.25653726874481,112.37497775012201,109.31514231557034,109.67047882080078,13398800,0.0,0
2021-08-18,tsm,110.29230789948528,111.53598559968147,108.94992729336377,109.0190200805664,9167300,0.0,0
2021-08-19,tsm,107.58781566603572,109.53229390635566,106.28491764910021,109.08811950683594,12146900,0.0,0
2021-08-20,tsm,107.7259971049273,108.28861196490381,106.33426877995349,106.7192153930664,13042000,0.0,0
2021-08-23,tsm,108.65382661137659,109.88763185306495,107.85431569398881,109.52242279052734,9533500,0.0,0
2021-08-24,tsm,110.37128039176197,111.60508562218791,110.35154282151693,110.65752410888672,6719800,0.0,0
2021-08-25,tsm,114.21088067571719,117.63592517055808,114.11217776424918,115.51377868652344,22106800,0.0,0
2021-08-26,tsm,116.45146766817983,116.92524462491777,114.84258094577866,116.56990814208984,9892100,0.0,0
2021-08-27,tsm,116.79693372762061,117.75436773875101,116.16522608677049,116.9548568725586,6827700,0.0,0
2021-08-30,tsm,117.33981168164776,117.95178179610659,116.93512747589001,117.4483871459961,6434200,0.0,0
2021-08-31,tsm,118.45516852275568,119.23493429157632,117.16213558761179,117.46812438964844,8424900,0.0,0
2021-09-01,tsm,118.6624492803848,119.78767901237829,118.01099652473108,118.89933776855469,8603900,0.0,0
2021-09-02,tsm,119.37311763258097,119.81728447194284,118.8993331441192,119.22505950927734,6866400,0.0,0
2021-09-03,tsm,120.00483371571563,122.86726335584686,119.68897987801112,122.3638687133789,10361400,0.0,0
2021-09-07,tsm,123.00543855745477,123.65688374812257,122.28489305040138,123.08439636230469,9739900,0.0,0
2021-09-08,tsm,121.37682342027782,121.54461912271756,119.65936866411035,120.3108139038086,7983300,0.0,0
2021-09-09,tsm,120.60692664873152,121.89007952061921,120.30093784259856,121.090576171875,5101300,0.0,0
2021-09-10,tsm,121.42616348322532,122.72906141132869,121.29785045951667,121.37681579589844,5163900,0.0,0
2021-09-13,tsm,121.3472117677754,122.49217908058081,120.616793665408,122.01840209960938,6622800,0.0,0
2021-09-14,tsm,122.02826689652817,122.02826689652817,120.81420679577397,121.4952621459961,5110500,0.0,0
2021-09-15,tsm,120.82407897160631,120.91290933114512,119.31389508450285,119.92586517333984,5566500,0.0,0
2021-09-16,tsm,118.93147295443138,120.05140826929356,118.28725929696967,119.71443939208984,7301400,0.496676,0
2021-09-17,tsm,119.11979105336603,119.39729663126383,116.6420518771929,116.7015151977539,10722700,0.0,0
2021-09-20,tsm,114.17421297362505,114.97700557165494,112.53891124156833,113.67866516113281,8991000,0.0,0
2021-09-21,tsm,114.62020633724681,114.8382485765787,113.53000270204667,113.93634796142578,8182200,0.0,0
2021-09-22,tsm,114.20395621851165,115.20495739077003,113.88680590979872,114.8382568359375,5345600,0.0,0
2021-09-23,tsm,115.92845651520103,115.92845651520103,114.56073971278744,115.15540313720703,5484700,0.0,0
2021-09-24,tsm,114.96709318879269,115.52210432245083,114.50127703241836,114.61029815673828,4455900,0.0,0
2021-09-27,tsm,114.66975562578006,115.53201150283897,113.98590481710775,115.11575317382812,5198800,0.0,0
2021-09-28,tsm,113.31196528542797,114.01564227592898,110.85404479397326,110.90360260009766,9792300,0.0,0
2021-09-29,tsm,111.30003629809349,111.84513432845246,110.03142760817667,110.62609100341797,6522400,0.0,0
2021-09-30,tsm,111.42888377731306,112.34068995684243,110.65583038330078,110.65583038330078,6433400,0.0,0
2021-10-01,tsm,111.00271200498521,111.30004372243958,109.31785243663629,110.5666275024414,5315200,0.0,0
2021-10-04,tsm,110.0116127478215,110.43778416272639,107.55369230713433,108.04924011230469,8514500,0.0,0
2021-10-05,tsm,108.82230191626867,109.36739996946973,108.24746464289201,108.287109375,8039600,0.0,0
2021-10-06,tsm,107.47441401288624,108.54479156127718,106.62207115446367,108.36639404296875,7553600,0.0,0
2021-10-07,tsm,110.01161646374162,110.71529346347687,109.50615556818597,109.84313201904297,7821900,0.0,0
2021-10-08,tsm,109.99179772886659,110.08099270718866,108.53488592459547,109.06016540527344,5143400,0.0,0
2021-10-11,tsm,109.09980835639205,110.71529150511395,108.92141084120205,109.27820587158203,5318500,0.0,0
2021-10-12,tsm,109.48633391138961,110.0413450366929,107.59333765529387,108.2276382446289,9294600,0.0,0
2021-10-13,tsm,108.34656756824623,109.07007066244535,107.97985948468515,109.00069427490234,7845100,0.0,0
2021-10-14,tsm,113.12365694154146,113.71831281954104,110.17019613751098,111.55772399902344,16930500,0.0,0
2021-10-15,tsm,113.75795266308387,113.92643710167388,111.95415895919349,113.83724212646484,11558800,0.0,0
2021-10-18,tsm,112.4100561114991,114.32287083643727,112.4100561114991,114.31295776367188,6773800,0.0,0
2021-10-19,tsm,114.76887398572896,115.9383671010902,114.60038198631348,115.91854095458984,5406100,0.0,0
2021-10-20,tsm,115.8392518505612,115.98791770393711,114.52110043965848,114.56073760986328,8205800,0.0,0
2021-10-21,tsm,113.9859078058476,115.31397228888318,113.58946805100763,115.25450897216797,4640300,0.0,0
2021-10-22,tsm,115.20494916801006,116.10684978365597,113.21285247802734,113.21285247802734,6283000,0.0,0
2021-10-25,tsm,113.38133994871716,113.5300058033645,112.10282569708512,112.62810516357422,6667700,0.0,0
2021-10-26,tsm,113.91653435805111,114.2733293904763,112.7073964772168,113.16329956054688,4852300,0.0,0
2021-10-27,tsm,113.0146347811896,114.03546208201776,112.69748447839386,112.73712921142578,5394500,0.0,0
2021-10-28,tsm,112.64793180994228,114.98691051683295,112.52899761340498,114.97700500488281,5714300,0.0,0
2021-10-29,tsm,113.05427676508413,113.17321096128778,112.21184700265513,112.68756866455078,7118900,0.0,0
2021-11-01,tsm,112.56864351179716,113.32187074662492,112.3406881897706,113.10383605957031,4955700,0.0,0
2021-11-02,tsm,112.57854390789201,113.77777622022286,112.52899366550116,113.09391784667969,4479700,0.0,0
2021-11-03,tsm,112.42988781948482,113.08400698664336,111.72621084750637,112.99481201171875,6073000,0.0,0
2021-11-04,tsm,112.36050922997485,116.80061321779607,111.40905837544175,116.74114990234375,14682800,0.0,0
2021-11-05,tsm,117.11776865861282,118.46565931890552,115.21486686577357,116.75106811523438,8668100,0.0,0
2021-11-08,tsm,117.3358088478845,121.16143851342979,116.00774435789221,119.8333740234375,15776300,0.0,0
2021-11-09,tsm,120.17033823190003,122.17234796241213,119.09995319825951,120.69561767578125,10874100,0.0,0
2021-11-10,tsm,118.53503446269247,119.72435374179209,116.63213268988446,117.14749908447266,9046100,0.0,0
2021-11-11,tsm,118.19806816288568,119.3972929801061,116.75106943562484,117.1375961303711,6994000,0.0,0
2021-11-12,tsm,117.33580885589224,117.76198027135128,116.22577904874187,117.63314056396484,6947200,0.0,0
2021-11-15,tsm,118.25752610605204,118.57467639402883,116.46364549857014,117.0682144165039,5157000,0.0,0
2021-11-16,tsm,116.64204539742586,117.32589623026723,116.11676593109138,117.02857208251953,5555100,0.0,0
2021-11-17,tsm,116.94928086579083,118.48548207123876,116.46364613872625,117.99983978271484,6391400,0.0,0
2021-11-18,tsm,118.90173759486692,122.45976708716587,118.73325316150962,122.2912826538086,13229700,0.0,0
2021-11-19,tsm,120.9433950464584,123.68873409714976,120.93348197323436,123.1535415649414,9071800,0.0,0
2021-11-22,tsm,122.40030592190239,126.94943107119975,122.11288729211957,123.63917541503906,16076100,0.0,0
2021-11-23,tsm,121.62724847828264,122.1029701132337,118.45573814561975,120.27935791015625,10984000,0.0,0
