Date,Company,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-12,Amazon,3355.2099609375,3395.0400390625,3351.14990234375,3379.389892578125,3281800,0,0
2021-04-13,Amazon,3400.85009765625,3432.0,3395.6298828125,3400.0,3315800,0,0
2021-04-14,Amazon,3404.0400390625,3404.1298828125,3326.0,3333.0,3145200,0,0
2021-04-15,Amazon,3371.0,3397.0,3352.0,3379.090087890625,3233600,0,0
2021-04-16,Amazon,3380.0,3406.800048828125,3355.590087890625,3399.43994140625,3186000,0,0
2021-04-19,Amazon,3390.330078125,3435.929931640625,3360.159912109375,3372.010009765625,2725400,0,0
2021-04-20,Amazon,3373.60009765625,3382.989990234375,3316.0,3334.68994140625,2623000,0,0
2021-04-21,Amazon,3316.0,3362.860107421875,3303.81005859375,3362.02001953125,2211200,0,0
2021-04-22,Amazon,3371.679931640625,3372.8701171875,3301.449951171875,3309.0400390625,2580600,0,0
2021-04-23,Amazon,3319.10009765625,3375.0,3308.5,3340.8798828125,3192800,0,0
2021-04-26,Amazon,3348.0,3428.449951171875,3330.93994140625,3409.0,4880700,0,0
2021-04-27,Amazon,3443.469970703125,3460.0,3398.010009765625,3417.429931640625,3827100,0,0
2021-04-28,Amazon,3434.800048828125,3489.8798828125,3425.0,3458.5,4631900,0,0
2021-04-29,Amazon,3505.10009765625,3514.449951171875,3435.0,3471.31005859375,7682400,0,0
2021-04-30,Amazon,3525.1201171875,3554.0,3462.5,3467.419921875,7009300,0,0
2021-05-03,Amazon,3484.72998046875,3486.64990234375,3372.699951171875,3386.489990234375,5875500,0,0
2021-05-04,Amazon,3356.18994140625,3367.97998046875,3272.1298828125,3311.8701171875,5439400,0,0
2021-05-05,Amazon,3338.860107421875,3354.699951171875,3264.360107421875,3270.5400390625,3711300,0,0
2021-05-06,Amazon,3270.0,3314.39990234375,3247.199951171875,3306.3701171875,4447700,0,0
2021-05-07,Amazon,3319.090087890625,3330.889892578125,3289.070068359375,3291.610107421875,4710300,0,0
2021-05-10,Amazon,3282.320068359375,3283.0,3190.0,3190.489990234375,5838600,0,0
2021-05-11,Amazon,3136.280029296875,3238.0,3127.3701171875,3223.909912109375,4619800,0,0
2021-05-12,Amazon,3185.0,3207.93994140625,3133.10009765625,3151.93994140625,4936400,0,0
2021-05-13,Amazon,3185.469970703125,3203.840087890625,3133.0,3161.469970703125,3350900,0,0
2021-05-14,Amazon,3185.56005859375,3228.860107421875,3183.0,3222.89990234375,3325000,0,0
2021-05-17,Amazon,3245.929931640625,3292.75,3234.590087890625,3270.389892578125,3723900,0,0
2021-05-18,Amazon,3292.580078125,3312.0,3230.3701171875,3232.280029296875,2828400,0,0
2021-05-19,Amazon,3195.0,3234.75,3184.0,3231.800048828125,2679700,0,0
2021-05-20,Amazon,3244.39990234375,3259.679931640625,3236.179931640625,3247.679931640625,2633200,0,0
2021-05-21,Amazon,3250.0,3256.68994140625,3197.010009765625,3203.080078125,4104900,0,0
2021-05-24,Amazon,3215.5,3257.949951171875,3210.5,3244.989990234375,2422800,0,0
2021-05-25,Amazon,3266.669921875,3279.820068359375,3213.760009765625,3259.050048828125,3261100,0,0
2021-05-26,Amazon,3274.590087890625,3295.72998046875,3258.510009765625,3265.159912109375,2384000,0,0
2021-05-27,Amazon,3256.0,3260.360107421875,3230.0400390625,3230.110107421875,2561200,0,0
2021-05-28,Amazon,3242.0,3247.989990234375,3219.699951171875,3223.070068359375,2329800,0,0
2021-06-01,Amazon,3243.5,3250.97998046875,3209.06005859375,3218.64990234375,2430000,0,0
2021-06-02,Amazon,3223.10009765625,3235.0,3208.0,3233.989990234375,2014500,0,0
2021-06-03,Amazon,3204.22998046875,3214.43994140625,3184.030029296875,3187.010009765625,2398300,0,0
2021-06-04,Amazon,3212.0,3221.0,3198.81005859375,3206.219970703125,2249700,0,0
2021-06-07,Amazon,3197.330078125,3208.0,3172.199951171875,3198.010009765625,2215800,0,0
2021-06-08,Amazon,3222.610107421875,3279.530029296875,3218.010009765625,3264.110107421875,3416700,0,0
2021-06-09,Amazon,3272.8701171875,3297.580078125,3270.699951171875,3281.14990234375,2455500,0,0
2021-06-10,Amazon,3282.010009765625,3351.0,3281.14990234375,3349.64990234375,3476500,0,0
2021-06-11,Amazon,3349.64990234375,3366.580078125,3333.449951171875,3346.830078125,2817400,0,0
2021-06-14,Amazon,3346.830078125,3385.0,3335.5,3383.8701171875,2569700,0,0
2021-06-15,Amazon,3384.0,3396.989990234375,3363.110107421875,3383.1298828125,2426200,0,0
2021-06-16,Amazon,3392.0,3426.35009765625,3360.530029296875,3415.25,4202800,0,0
2021-06-17,Amazon,3403.179931640625,3497.199951171875,3401.0,3489.239990234375,5136500,0,0
2021-06-18,Amazon,3479.989990234375,3507.0,3473.7099609375,3486.89990234375,5247700,0,0
2021-06-21,Amazon,3476.419921875,3482.0,3434.0,3453.9599609375,3277100,0,0
2021-06-22,Amazon,3458.06005859375,3523.780029296875,3456.090087890625,3505.43994140625,3345100,0,0
2021-06-23,Amazon,3505.0,3521.0,3483.199951171875,3503.820068359375,2813300,0,0
2021-06-24,Amazon,3507.639892578125,3524.860107421875,3430.85009765625,3449.080078125,3832000,0,0
