Date,Company,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-12,Intel,66.37604862887056,66.65829372759202,62.979387656934975,63.66067123413086,51266900,0.0,0
2021-04-13,Intel,63.85532684539172,63.87478869826381,62.49276695837139,63.47575759887695,26822000,0.0,0
2021-04-14,Intel,63.56334283038328,63.63147044891736,62.132659128490694,62.47330093383789,25768400,0.0,0
2021-04-15,Intel,62.259186892128795,63.475756880093314,61.97694176387856,63.28110122680664,24927700,0.0,0
2021-04-16,Intel,63.582812217140614,63.767725796136254,62.84313562509746,63.0183219909668,24625500,0.0,0
2021-04-19,Intel,62.96965590072622,63.0085870290922,61.38325140291817,61.92827606201172,23997700,0.0,0
2021-04-20,Intel,61.938002949198825,62.05479261400495,60.740898675075606,61.02314376831055,19872100,0.0,0
2021-04-21,Intel,61.11074000330068,62.07426128335344,60.63384296973875,61.996402740478516,24364200,0.0,0
2021-04-22,Intel,61.655760122260006,62.200784765849725,60.61437660049207,60.89662170410156,38257600,0.0,0
2021-04-23,Intel,57.57781554585508,58.39535060280136,56.35151481677387,57.655677795410156,77479500,0.0,0
2021-04-26,Intel,57.5194218620069,57.92819126816172,56.896538683748695,57.188514709472656,39645900,0.0,0
2021-04-27,Intel,56.99386450810685,57.06199212130462,56.22499148753036,56.41964340209961,38167700,0.0,0
2021-04-28,Intel,55.98168208618798,56.60456529344667,55.62157842811845,56.07900619506836,30387400,0.0,0
2021-04-29,Intel,56.33205149828185,56.74081718669931,55.93301673510819,56.721351623535156,23290600,0.0,0
2021-04-30,Intel,56.069271553844025,56.86734107434507,55.54371249029167,55.99140930175781,30731800,0.0,0
2021-05-03,Intel,56.31258582163597,56.332051384760895,55.31986437832426,55.72863006591797,22281700,0.0,0
2021-05-04,Intel,55.35879600286198,55.45612010668606,54.31741249870268,55.37826156616211,35323600,0.0,0
2021-05-05,Intel,55.43665621819133,55.7675633789375,54.95002825901617,55.32959747314453,21001900,0.0,0
2021-05-06,Intel,55.44465549155398,56.06157871373528,55.08233716415039,56.00282287597656,25529300,0.3475,0
2021-05-07,Intel,56.5022420323012,56.805804542760235,56.05179178512884,56.472862243652344,19959000,0.0,0
2021-05-10,Intel,55.96365658342038,56.041993965664446,54.72001935539881,54.80815124511719,35046500,0.0,0
2021-05-11,Intel,53.90724789491705,54.475209800811534,53.17281671450807,53.897457122802734,35968100,0.0,0
2021-05-12,Intel,53.26094775300958,53.515552650028155,52.3110822461889,52.50693130493164,30232300,0.0,0
2021-05-13,Intel,52.918215694426465,53.260948752022294,52.35025378697033,52.88883590698242,29192500,0.0,0
2021-05-14,Intel,53.46658811121082,54.69064007104175,53.1336458287164,54.201019287109375,28158300,0.0,0
2021-05-17,Intel,54.14226788629963,54.729811340438225,53.62326730845001,54.18143844604492,20010200,0.0,0
2021-05-18,Intel,54.78856936056048,54.97462392349003,53.662440003881336,53.70161056518555,18703400,0.0,0
2021-05-19,Intel,52.947592872520396,54.27936204266461,52.722367753379864,54.2108154296875,23769700,0.0,0
